[2023-08-29T02:45:07.667+0000] {logging_mixin.py:151} INFO - Changing /opt/***/logs/dag_id=Autotrader_ETL_DAG/run_id=manual__2023-08-29T02:45:05.823833+00:00/task_id=extract_listings permission to 509
[2023-08-29T02:45:07.668+0000] {logging_mixin.py:151} INFO - Failed to change /opt/***/logs/dag_id=Autotrader_ETL_DAG/run_id=manual__2023-08-29T02:45:05.823833+00:00/task_id=extract_listings permission to 509: [Errno 1] Operation not permitted: '/opt/***/logs/dag_id=Autotrader_ETL_DAG/run_id=manual__2023-08-29T02:45:05.823833+00:00/task_id=extract_listings'
[2023-08-29T02:45:07.698+0000] {logging_mixin.py:151} INFO - Changing /opt/***/logs/dag_id=Autotrader_ETL_DAG/run_id=manual__2023-08-29T02:45:05.823833+00:00/task_id=extract_listings permission to 509
[2023-08-29T02:45:07.699+0000] {logging_mixin.py:151} INFO - Failed to change /opt/***/logs/dag_id=Autotrader_ETL_DAG/run_id=manual__2023-08-29T02:45:05.823833+00:00/task_id=extract_listings permission to 509: [Errno 1] Operation not permitted: '/opt/***/logs/dag_id=Autotrader_ETL_DAG/run_id=manual__2023-08-29T02:45:05.823833+00:00/task_id=extract_listings'
[2023-08-29T02:45:07.737+0000] {taskinstance.py:1159} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: Autotrader_ETL_DAG.extract_listings manual__2023-08-29T02:45:05.823833+00:00 [queued]>
[2023-08-29T02:45:07.745+0000] {taskinstance.py:1159} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: Autotrader_ETL_DAG.extract_listings manual__2023-08-29T02:45:05.823833+00:00 [queued]>
[2023-08-29T02:45:07.745+0000] {taskinstance.py:1361} INFO - Starting attempt 1 of 2
[2023-08-29T02:45:07.757+0000] {taskinstance.py:1382} INFO - Executing <Task(PythonOperator): extract_listings> on 2023-08-29 02:45:05.823833+00:00
[2023-08-29T02:45:07.762+0000] {standard_task_runner.py:57} INFO - Started process 247 to run task
[2023-08-29T02:45:07.764+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'Autotrader_ETL_DAG', 'extract_listings', 'manual__2023-08-29T02:45:05.823833+00:00', '--job-id', '27', '--raw', '--subdir', 'DAGS_FOLDER/autotrader_etl.py', '--cfg-path', '/tmp/tmp011mvbxh']
[2023-08-29T02:45:07.766+0000] {standard_task_runner.py:85} INFO - Job 27: Subtask extract_listings
[2023-08-29T02:48:52.734+0000] {logging_mixin.py:151} INFO - page 233 succesfully scraped
[2023-08-29T02:48:53.360+0000] {logging_mixin.py:151} INFO - page 234 succesfully scraped
[2023-08-29T02:48:54.017+0000] {logging_mixin.py:151} INFO - page 235 succesfully scraped
[2023-08-29T02:48:55.499+0000] {logging_mixin.py:151} INFO - page 236 succesfully scraped
[2023-08-29T02:48:56.673+0000] {logging_mixin.py:151} INFO - page 237 succesfully scraped
[2023-08-29T02:48:57.457+0000] {logging_mixin.py:151} INFO - page 238 succesfully scraped
[2023-08-29T02:48:58.520+0000] {logging_mixin.py:151} INFO - page 239 succesfully scraped
[2023-08-29T02:48:59.433+0000] {logging_mixin.py:151} INFO - page 240 succesfully scraped
[2023-08-29T02:49:00.204+0000] {logging_mixin.py:151} INFO - page 241 succesfully scraped
[2023-08-29T02:49:00.956+0000] {logging_mixin.py:151} INFO - page 242 succesfully scraped
[2023-08-29T02:49:01.849+0000] {logging_mixin.py:151} INFO - page 243 succesfully scraped
[2023-08-29T02:49:02.914+0000] {logging_mixin.py:151} INFO - page 244 succesfully scraped
[2023-08-29T02:49:03.789+0000] {logging_mixin.py:151} INFO - page 245 succesfully scraped
[2023-08-29T02:49:04.579+0000] {logging_mixin.py:151} INFO - page 246 succesfully scraped
[2023-08-29T02:49:05.909+0000] {logging_mixin.py:151} INFO - page 247 succesfully scraped
[2023-08-29T02:49:07.124+0000] {logging_mixin.py:151} INFO - page 248 succesfully scraped
[2023-08-29T02:49:07.945+0000] {logging_mixin.py:151} INFO - page 249 succesfully scraped
[2023-08-29T02:49:08.597+0000] {logging_mixin.py:151} INFO - page 250 succesfully scraped
[2023-08-29T02:49:10.063+0000] {logging_mixin.py:151} INFO - page 251 succesfully scraped
[2023-08-29T02:49:10.733+0000] {logging_mixin.py:151} INFO - page 252 succesfully scraped
[2023-08-29T02:49:11.625+0000] {logging_mixin.py:151} INFO - page 253 succesfully scraped
[2023-08-29T02:49:12.412+0000] {logging_mixin.py:151} INFO - page 254 succesfully scraped
[2023-08-29T02:49:13.379+0000] {logging_mixin.py:151} INFO - page 255 succesfully scraped
[2023-08-29T02:49:14.199+0000] {logging_mixin.py:151} INFO - page 256 succesfully scraped
[2023-08-29T02:49:14.877+0000] {logging_mixin.py:151} INFO - page 257 succesfully scraped
[2023-08-29T02:49:15.611+0000] {logging_mixin.py:151} INFO - page 258 succesfully scraped
[2023-08-29T02:49:16.600+0000] {logging_mixin.py:151} INFO - page 259 succesfully scraped
[2023-08-29T02:49:17.404+0000] {logging_mixin.py:151} INFO - page 260 succesfully scraped
[2023-08-29T02:49:18.468+0000] {logging_mixin.py:151} INFO - page 261 succesfully scraped
[2023-08-29T02:49:19.719+0000] {logging_mixin.py:151} INFO - page 262 succesfully scraped
[2023-08-29T02:49:20.473+0000] {logging_mixin.py:151} INFO - page 263 succesfully scraped
[2023-08-29T02:49:21.328+0000] {logging_mixin.py:151} INFO - page 264 succesfully scraped
[2023-08-29T02:49:22.531+0000] {logging_mixin.py:151} INFO - page 265 succesfully scraped
[2023-08-29T02:49:23.419+0000] {logging_mixin.py:151} INFO - page 266 succesfully scraped
[2023-08-29T02:49:24.271+0000] {logging_mixin.py:151} INFO - page 267 succesfully scraped
[2023-08-29T02:49:25.710+0000] {logging_mixin.py:151} INFO - page 268 succesfully scraped
[2023-08-29T02:49:26.574+0000] {logging_mixin.py:151} INFO - page 269 succesfully scraped
[2023-08-29T02:49:27.651+0000] {logging_mixin.py:151} INFO - page 270 succesfully scraped
[2023-08-29T02:49:28.679+0000] {logging_mixin.py:151} INFO - page 271 succesfully scraped
[2023-08-29T02:49:29.431+0000] {logging_mixin.py:151} INFO - page 272 succesfully scraped
[2023-08-29T02:49:30.157+0000] {logging_mixin.py:151} INFO - page 273 succesfully scraped
[2023-08-29T02:49:31.047+0000] {logging_mixin.py:151} INFO - page 274 succesfully scraped
[2023-08-29T02:49:31.875+0000] {logging_mixin.py:151} INFO - page 275 succesfully scraped
[2023-08-29T02:49:32.627+0000] {logging_mixin.py:151} INFO - page 276 succesfully scraped
[2023-08-29T02:49:33.211+0000] {logging_mixin.py:151} INFO - page 277 succesfully scraped
[2023-08-29T02:49:34.286+0000] {logging_mixin.py:151} INFO - page 278 succesfully scraped
[2023-08-29T02:49:35.711+0000] {logging_mixin.py:151} INFO - page 279 succesfully scraped
[2023-08-29T02:49:36.410+0000] {logging_mixin.py:151} INFO - page 280 succesfully scraped
[2023-08-29T02:49:37.283+0000] {logging_mixin.py:151} INFO - page 281 succesfully scraped
[2023-08-29T02:49:38.411+0000] {logging_mixin.py:151} INFO - page 282 succesfully scraped
[2023-08-29T02:49:39.563+0000] {logging_mixin.py:151} INFO - page 283 succesfully scraped
[2023-08-29T02:49:41.000+0000] {logging_mixin.py:151} INFO - page 284 succesfully scraped
[2023-08-29T02:49:41.879+0000] {logging_mixin.py:151} INFO - page 285 succesfully scraped
[2023-08-29T02:49:42.911+0000] {logging_mixin.py:151} INFO - page 286 succesfully scraped
[2023-08-29T02:49:44.163+0000] {logging_mixin.py:151} INFO - page 287 succesfully scraped
[2023-08-29T02:49:45.355+0000] {logging_mixin.py:151} INFO - page 288 succesfully scraped
[2023-08-29T02:49:46.364+0000] {logging_mixin.py:151} INFO - page 289 succesfully scraped
[2023-08-29T02:49:47.324+0000] {logging_mixin.py:151} INFO - page 290 succesfully scraped
[2023-08-29T02:49:48.522+0000] {logging_mixin.py:151} INFO - page 291 succesfully scraped
[2023-08-29T02:49:49.412+0000] {logging_mixin.py:151} INFO - page 292 succesfully scraped
[2023-08-29T02:49:50.406+0000] {logging_mixin.py:151} INFO - page 293 succesfully scraped
[2023-08-29T02:49:51.338+0000] {logging_mixin.py:151} INFO - page 294 succesfully scraped
[2023-08-29T02:49:52.385+0000] {logging_mixin.py:151} INFO - page 295 succesfully scraped
[2023-08-29T02:49:53.035+0000] {logging_mixin.py:151} INFO - page 296 succesfully scraped
[2023-08-29T02:49:53.725+0000] {logging_mixin.py:151} INFO - page 297 succesfully scraped
[2023-08-29T02:49:54.664+0000] {logging_mixin.py:151} INFO - page 298 succesfully scraped
[2023-08-29T02:49:56.473+0000] {logging_mixin.py:151} INFO - page 299 succesfully scraped
[2023-08-29T02:49:57.604+0000] {logging_mixin.py:151} INFO - page 300 succesfully scraped
[2023-08-29T02:49:58.425+0000] {logging_mixin.py:151} INFO - page 301 succesfully scraped
[2023-08-29T02:49:59.295+0000] {logging_mixin.py:151} INFO - page 302 succesfully scraped
[2023-08-29T02:50:00.214+0000] {logging_mixin.py:151} INFO - page 303 succesfully scraped
[2023-08-29T02:50:02.513+0000] {logging_mixin.py:151} INFO - page 304 succesfully scraped
[2023-08-29T02:50:04.552+0000] {logging_mixin.py:151} INFO - page 305 succesfully scraped
[2023-08-29T02:50:05.318+0000] {logging_mixin.py:151} INFO - page 306 succesfully scraped
[2023-08-29T02:50:06.051+0000] {logging_mixin.py:151} INFO - page 307 succesfully scraped
[2023-08-29T02:50:06.868+0000] {logging_mixin.py:151} INFO - page 308 succesfully scraped
[2023-08-29T02:50:07.656+0000] {logging_mixin.py:151} INFO - page 309 succesfully scraped
[2023-08-29T02:50:09.019+0000] {logging_mixin.py:151} INFO - page 310 succesfully scraped
[2023-08-29T02:50:10.778+0000] {logging_mixin.py:151} INFO - page 311 succesfully scraped
[2023-08-29T02:50:12.133+0000] {logging_mixin.py:151} INFO - page 312 succesfully scraped
[2023-08-29T02:50:13.015+0000] {logging_mixin.py:151} INFO - page 313 succesfully scraped
[2023-08-29T02:50:14.999+0000] {logging_mixin.py:151} INFO - page 314 succesfully scraped
[2023-08-29T02:50:16.060+0000] {logging_mixin.py:151} INFO - page 315 succesfully scraped
[2023-08-29T02:50:17.067+0000] {logging_mixin.py:151} INFO - page 316 succesfully scraped
[2023-08-29T02:50:17.998+0000] {logging_mixin.py:151} INFO - page 317 succesfully scraped
[2023-08-29T02:50:18.855+0000] {logging_mixin.py:151} INFO - page 318 succesfully scraped
[2023-08-29T02:50:19.617+0000] {logging_mixin.py:151} INFO - page 319 succesfully scraped
[2023-08-29T02:50:20.282+0000] {logging_mixin.py:151} INFO - page 320 succesfully scraped
[2023-08-29T02:50:21.085+0000] {logging_mixin.py:151} INFO - page 321 succesfully scraped
[2023-08-29T02:50:22.623+0000] {logging_mixin.py:151} INFO - page 322 succesfully scraped
[2023-08-29T02:50:23.434+0000] {logging_mixin.py:151} INFO - page 323 succesfully scraped
[2023-08-29T02:50:24.150+0000] {logging_mixin.py:151} INFO - page 324 succesfully scraped
[2023-08-29T02:50:24.969+0000] {logging_mixin.py:151} INFO - page 325 succesfully scraped
[2023-08-29T02:50:25.773+0000] {logging_mixin.py:151} INFO - page 326 succesfully scraped
[2023-08-29T02:50:27.293+0000] {logging_mixin.py:151} INFO - page 327 succesfully scraped
[2023-08-29T02:50:28.231+0000] {logging_mixin.py:151} INFO - page 328 succesfully scraped
[2023-08-29T02:50:29.663+0000] {logging_mixin.py:151} INFO - page 329 succesfully scraped
[2023-08-29T02:50:30.789+0000] {logging_mixin.py:151} INFO - page 330 succesfully scraped
[2023-08-29T02:50:31.634+0000] {logging_mixin.py:151} INFO - page 331 succesfully scraped
[2023-08-29T02:50:32.407+0000] {logging_mixin.py:151} INFO - page 332 succesfully scraped
[2023-08-29T02:50:33.342+0000] {logging_mixin.py:151} INFO - page 333 succesfully scraped
[2023-08-29T02:50:34.253+0000] {logging_mixin.py:151} INFO - page 334 succesfully scraped
[2023-08-29T02:50:35.110+0000] {logging_mixin.py:151} INFO - page 335 succesfully scraped
[2023-08-29T02:50:35.853+0000] {logging_mixin.py:151} INFO - page 336 succesfully scraped
[2023-08-29T02:50:36.836+0000] {logging_mixin.py:151} INFO - page 337 succesfully scraped
[2023-08-29T02:50:37.811+0000] {logging_mixin.py:151} INFO - page 338 succesfully scraped
[2023-08-29T02:50:39.217+0000] {logging_mixin.py:151} INFO - page 339 succesfully scraped
[2023-08-29T02:50:40.421+0000] {logging_mixin.py:151} INFO - page 340 succesfully scraped
[2023-08-29T02:50:41.113+0000] {logging_mixin.py:151} INFO - page 341 succesfully scraped
[2023-08-29T02:50:42.215+0000] {logging_mixin.py:151} INFO - page 342 succesfully scraped
[2023-08-29T02:50:43.285+0000] {logging_mixin.py:151} INFO - page 343 succesfully scraped
[2023-08-29T02:50:44.211+0000] {logging_mixin.py:151} INFO - page 344 succesfully scraped
[2023-08-29T02:50:44.961+0000] {logging_mixin.py:151} INFO - page 345 succesfully scraped
[2023-08-29T02:50:45.793+0000] {logging_mixin.py:151} INFO - page 346 succesfully scraped
[2023-08-29T02:50:46.762+0000] {logging_mixin.py:151} INFO - page 347 succesfully scraped
[2023-08-29T02:50:47.697+0000] {logging_mixin.py:151} INFO - page 348 succesfully scraped
[2023-08-29T02:50:48.513+0000] {logging_mixin.py:151} INFO - page 349 succesfully scraped
[2023-08-29T02:50:49.360+0000] {logging_mixin.py:151} INFO - page 350 succesfully scraped
[2023-08-29T02:50:50.430+0000] {logging_mixin.py:151} INFO - page 351 succesfully scraped
[2023-08-29T02:50:51.279+0000] {logging_mixin.py:151} INFO - page 352 succesfully scraped
[2023-08-29T02:50:52.037+0000] {logging_mixin.py:151} INFO - page 353 succesfully scraped
[2023-08-29T02:50:53.235+0000] {logging_mixin.py:151} INFO - page 354 succesfully scraped
[2023-08-29T02:50:54.715+0000] {logging_mixin.py:151} INFO - page 355 succesfully scraped
[2023-08-29T02:50:55.956+0000] {logging_mixin.py:151} INFO - page 356 succesfully scraped
[2023-08-29T02:50:57.282+0000] {logging_mixin.py:151} INFO - page 357 succesfully scraped
[2023-08-29T02:50:58.528+0000] {logging_mixin.py:151} INFO - page 358 succesfully scraped
[2023-08-29T02:50:59.418+0000] {logging_mixin.py:151} INFO - page 359 succesfully scraped
[2023-08-29T02:51:00.198+0000] {logging_mixin.py:151} INFO - page 360 succesfully scraped
[2023-08-29T02:51:01.071+0000] {logging_mixin.py:151} INFO - page 361 succesfully scraped
[2023-08-29T02:51:02.464+0000] {logging_mixin.py:151} INFO - page 362 succesfully scraped
[2023-08-29T02:51:03.100+0000] {logging_mixin.py:151} INFO - page 363 succesfully scraped
[2023-08-29T02:51:04.136+0000] {logging_mixin.py:151} INFO - page 364 succesfully scraped
[2023-08-29T02:51:05.003+0000] {logging_mixin.py:151} INFO - page 365 succesfully scraped
[2023-08-29T02:51:06.055+0000] {logging_mixin.py:151} INFO - page 366 succesfully scraped
[2023-08-29T02:51:06.826+0000] {logging_mixin.py:151} INFO - page 367 succesfully scraped
[2023-08-29T02:51:07.822+0000] {logging_mixin.py:151} INFO - page 368 succesfully scraped
[2023-08-29T02:51:08.673+0000] {logging_mixin.py:151} INFO - page 369 succesfully scraped
[2023-08-29T02:51:10.090+0000] {logging_mixin.py:151} INFO - page 370 succesfully scraped
[2023-08-29T02:51:11.004+0000] {logging_mixin.py:151} INFO - page 371 succesfully scraped
[2023-08-29T02:51:11.932+0000] {logging_mixin.py:151} INFO - page 372 succesfully scraped
[2023-08-29T02:51:13.168+0000] {logging_mixin.py:151} INFO - page 373 succesfully scraped
[2023-08-29T02:51:13.904+0000] {logging_mixin.py:151} INFO - page 374 succesfully scraped
[2023-08-29T02:51:14.591+0000] {logging_mixin.py:151} INFO - page 375 succesfully scraped
[2023-08-29T02:51:15.161+0000] {logging_mixin.py:151} INFO - page 376 succesfully scraped
[2023-08-29T02:51:16.291+0000] {logging_mixin.py:151} INFO - page 377 succesfully scraped
[2023-08-29T02:51:16.993+0000] {logging_mixin.py:151} INFO - page 378 succesfully scraped
[2023-08-29T02:51:18.056+0000] {logging_mixin.py:151} INFO - page 379 succesfully scraped
[2023-08-29T02:51:19.000+0000] {logging_mixin.py:151} INFO - page 380 succesfully scraped
[2023-08-29T02:51:20.034+0000] {logging_mixin.py:151} INFO - page 381 succesfully scraped
[2023-08-29T02:51:21.181+0000] {logging_mixin.py:151} INFO - page 382 succesfully scraped
[2023-08-29T02:51:22.268+0000] {logging_mixin.py:151} INFO - page 383 succesfully scraped
[2023-08-29T02:51:23.261+0000] {logging_mixin.py:151} INFO - page 384 succesfully scraped
[2023-08-29T02:51:23.959+0000] {logging_mixin.py:151} INFO - page 385 succesfully scraped
[2023-08-29T02:51:24.790+0000] {logging_mixin.py:151} INFO - page 386 succesfully scraped
[2023-08-29T02:51:25.535+0000] {logging_mixin.py:151} INFO - page 387 succesfully scraped
[2023-08-29T02:51:26.597+0000] {logging_mixin.py:151} INFO - page 388 succesfully scraped
[2023-08-29T02:51:27.566+0000] {logging_mixin.py:151} INFO - page 389 succesfully scraped
[2023-08-29T02:51:28.194+0000] {logging_mixin.py:151} INFO - page 390 succesfully scraped
[2023-08-29T02:51:29.240+0000] {logging_mixin.py:151} INFO - page 391 succesfully scraped
[2023-08-29T02:51:30.320+0000] {logging_mixin.py:151} INFO - page 392 succesfully scraped
[2023-08-29T02:51:31.256+0000] {logging_mixin.py:151} INFO - page 393 succesfully scraped
[2023-08-29T02:51:32.123+0000] {logging_mixin.py:151} INFO - page 394 succesfully scraped
[2023-08-29T02:51:33.475+0000] {logging_mixin.py:151} INFO - page 395 succesfully scraped
[2023-08-29T02:51:34.182+0000] {logging_mixin.py:151} INFO - page 396 succesfully scraped
[2023-08-29T02:51:34.943+0000] {logging_mixin.py:151} INFO - page 397 succesfully scraped
[2023-08-29T02:51:35.693+0000] {logging_mixin.py:151} INFO - page 398 succesfully scraped
[2023-08-29T02:51:36.577+0000] {logging_mixin.py:151} INFO - page 399 succesfully scraped
[2023-08-29T02:51:37.761+0000] {logging_mixin.py:151} INFO - page 400 succesfully scraped
[2023-08-29T02:51:38.736+0000] {logging_mixin.py:151} INFO - page 401 succesfully scraped
[2023-08-29T02:51:39.582+0000] {logging_mixin.py:151} INFO - page 402 succesfully scraped
[2023-08-29T02:51:40.293+0000] {logging_mixin.py:151} INFO - page 403 succesfully scraped
[2023-08-29T02:51:41.590+0000] {logging_mixin.py:151} INFO - page 404 succesfully scraped
[2023-08-29T02:51:42.260+0000] {logging_mixin.py:151} INFO - page 405 succesfully scraped
[2023-08-29T02:51:43.501+0000] {logging_mixin.py:151} INFO - page 406 succesfully scraped
[2023-08-29T02:51:44.141+0000] {logging_mixin.py:151} INFO - page 407 succesfully scraped
[2023-08-29T02:51:44.826+0000] {logging_mixin.py:151} INFO - page 408 succesfully scraped
[2023-08-29T02:51:45.417+0000] {logging_mixin.py:151} INFO - page 409 succesfully scraped
[2023-08-29T02:51:46.287+0000] {logging_mixin.py:151} INFO - page 410 succesfully scraped
[2023-08-29T02:51:47.058+0000] {logging_mixin.py:151} INFO - page 411 succesfully scraped
[2023-08-29T02:51:47.839+0000] {logging_mixin.py:151} INFO - page 412 succesfully scraped
[2023-08-29T02:51:48.767+0000] {logging_mixin.py:151} INFO - page 413 succesfully scraped
[2023-08-29T02:51:49.452+0000] {logging_mixin.py:151} INFO - page 414 succesfully scraped
[2023-08-29T02:51:50.260+0000] {logging_mixin.py:151} INFO - page 415 succesfully scraped
[2023-08-29T02:51:51.699+0000] {logging_mixin.py:151} INFO - page 416 succesfully scraped
[2023-08-29T02:51:52.771+0000] {logging_mixin.py:151} INFO - page 417 succesfully scraped
[2023-08-29T02:51:53.624+0000] {logging_mixin.py:151} INFO - page 418 succesfully scraped
[2023-08-29T02:51:54.242+0000] {logging_mixin.py:151} INFO - page 419 succesfully scraped
[2023-08-29T02:51:55.011+0000] {logging_mixin.py:151} INFO - page 420 succesfully scraped
[2023-08-29T02:51:56.005+0000] {logging_mixin.py:151} INFO - page 421 succesfully scraped
[2023-08-29T02:51:57.220+0000] {logging_mixin.py:151} INFO - page 422 succesfully scraped
[2023-08-29T02:51:57.984+0000] {logging_mixin.py:151} INFO - page 423 succesfully scraped
[2023-08-29T02:51:58.955+0000] {logging_mixin.py:151} INFO - page 424 succesfully scraped
[2023-08-29T02:51:59.837+0000] {logging_mixin.py:151} INFO - page 425 succesfully scraped
[2023-08-29T02:52:01.074+0000] {logging_mixin.py:151} INFO - page 426 succesfully scraped
[2023-08-29T02:52:02.202+0000] {logging_mixin.py:151} INFO - page 427 succesfully scraped
[2023-08-29T02:52:03.084+0000] {logging_mixin.py:151} INFO - page 428 succesfully scraped
[2023-08-29T02:52:03.945+0000] {logging_mixin.py:151} INFO - page 429 succesfully scraped
[2023-08-29T02:52:04.842+0000] {logging_mixin.py:151} INFO - page 430 succesfully scraped
[2023-08-29T02:52:05.767+0000] {logging_mixin.py:151} INFO - page 431 succesfully scraped
[2023-08-29T02:52:06.602+0000] {logging_mixin.py:151} INFO - page 432 succesfully scraped
[2023-08-29T02:52:07.220+0000] {logging_mixin.py:151} INFO - page 433 succesfully scraped
[2023-08-29T02:52:08.186+0000] {logging_mixin.py:151} INFO - page 434 succesfully scraped
[2023-08-29T02:52:09.973+0000] {logging_mixin.py:151} INFO - page 435 succesfully scraped
[2023-08-29T02:52:10.619+0000] {logging_mixin.py:151} INFO - page 436 succesfully scraped
[2023-08-29T02:52:11.364+0000] {logging_mixin.py:151} INFO - page 437 succesfully scraped
[2023-08-29T02:52:12.108+0000] {logging_mixin.py:151} INFO - page 438 succesfully scraped
[2023-08-29T02:52:13.485+0000] {logging_mixin.py:151} INFO - page 439 succesfully scraped
[2023-08-29T02:52:14.114+0000] {logging_mixin.py:151} INFO - page 440 succesfully scraped
[2023-08-29T02:52:14.742+0000] {logging_mixin.py:151} INFO - page 441 succesfully scraped
[2023-08-29T02:52:15.501+0000] {logging_mixin.py:151} INFO - page 442 succesfully scraped
[2023-08-29T02:52:16.421+0000] {logging_mixin.py:151} INFO - page 443 succesfully scraped
[2023-08-29T02:52:17.221+0000] {logging_mixin.py:151} INFO - page 444 succesfully scraped
[2023-08-29T02:52:18.470+0000] {logging_mixin.py:151} INFO - page 445 succesfully scraped
[2023-08-29T02:52:19.659+0000] {logging_mixin.py:151} INFO - page 446 succesfully scraped
[2023-08-29T02:52:20.547+0000] {logging_mixin.py:151} INFO - page 447 succesfully scraped
[2023-08-29T02:52:21.434+0000] {logging_mixin.py:151} INFO - page 448 succesfully scraped
[2023-08-29T02:52:22.279+0000] {logging_mixin.py:151} INFO - page 449 succesfully scraped
[2023-08-29T02:52:22.921+0000] {logging_mixin.py:151} INFO - page 450 succesfully scraped
[2023-08-29T02:52:23.665+0000] {logging_mixin.py:151} INFO - page 451 succesfully scraped
[2023-08-29T02:52:24.363+0000] {logging_mixin.py:151} INFO - page 452 succesfully scraped
[2023-08-29T02:52:26.100+0000] {logging_mixin.py:151} INFO - page 453 succesfully scraped
[2023-08-29T02:52:27.629+0000] {logging_mixin.py:151} INFO - page 454 succesfully scraped
[2023-08-29T02:52:28.536+0000] {logging_mixin.py:151} INFO - page 455 succesfully scraped
[2023-08-29T02:52:29.476+0000] {logging_mixin.py:151} INFO - page 456 succesfully scraped
[2023-08-29T02:52:30.322+0000] {logging_mixin.py:151} INFO - page 457 succesfully scraped
[2023-08-29T02:52:31.388+0000] {logging_mixin.py:151} INFO - page 458 succesfully scraped
[2023-08-29T02:52:32.724+0000] {logging_mixin.py:151} INFO - page 459 succesfully scraped
[2023-08-29T02:52:33.546+0000] {logging_mixin.py:151} INFO - page 460 succesfully scraped
[2023-08-29T02:52:34.410+0000] {logging_mixin.py:151} INFO - page 461 succesfully scraped
[2023-08-29T02:52:35.229+0000] {logging_mixin.py:151} INFO - page 462 succesfully scraped
[2023-08-29T02:52:36.156+0000] {logging_mixin.py:151} INFO - page 463 succesfully scraped
[2023-08-29T02:52:37.042+0000] {logging_mixin.py:151} INFO - page 464 succesfully scraped
[2023-08-29T02:52:37.759+0000] {logging_mixin.py:151} INFO - page 465 succesfully scraped
[2023-08-29T02:52:38.624+0000] {logging_mixin.py:151} INFO - page 466 succesfully scraped
[2023-08-29T02:52:39.414+0000] {logging_mixin.py:151} INFO - page 467 succesfully scraped
[2023-08-29T02:52:41.002+0000] {logging_mixin.py:151} INFO - page 468 succesfully scraped
[2023-08-29T02:52:41.724+0000] {logging_mixin.py:151} INFO - page 469 succesfully scraped
[2023-08-29T02:52:43.114+0000] {logging_mixin.py:151} INFO - page 470 succesfully scraped
[2023-08-29T02:52:44.057+0000] {logging_mixin.py:151} INFO - page 471 succesfully scraped
[2023-08-29T02:52:44.884+0000] {logging_mixin.py:151} INFO - page 472 succesfully scraped
[2023-08-29T02:52:45.551+0000] {logging_mixin.py:151} INFO - page 473 succesfully scraped
[2023-08-29T02:52:46.699+0000] {logging_mixin.py:151} INFO - page 474 succesfully scraped
[2023-08-29T02:52:47.667+0000] {logging_mixin.py:151} INFO - page 475 succesfully scraped
[2023-08-29T02:52:48.497+0000] {logging_mixin.py:151} INFO - page 476 succesfully scraped
[2023-08-29T02:52:49.235+0000] {logging_mixin.py:151} INFO - page 477 succesfully scraped
[2023-08-29T02:52:49.918+0000] {logging_mixin.py:151} INFO - page 478 succesfully scraped
[2023-08-29T02:52:50.763+0000] {logging_mixin.py:151} INFO - page 479 succesfully scraped
[2023-08-29T02:52:51.422+0000] {logging_mixin.py:151} INFO - page 480 succesfully scraped
[2023-08-29T02:52:52.210+0000] {logging_mixin.py:151} INFO - page 481 succesfully scraped
[2023-08-29T02:52:52.996+0000] {logging_mixin.py:151} INFO - page 482 succesfully scraped
[2023-08-29T02:52:54.212+0000] {logging_mixin.py:151} INFO - page 483 succesfully scraped
[2023-08-29T02:52:54.992+0000] {logging_mixin.py:151} INFO - page 484 succesfully scraped
[2023-08-29T02:52:55.833+0000] {logging_mixin.py:151} INFO - page 485 succesfully scraped
[2023-08-29T02:52:57.088+0000] {logging_mixin.py:151} INFO - page 486 succesfully scraped
[2023-08-29T02:52:57.977+0000] {logging_mixin.py:151} INFO - page 487 succesfully scraped
[2023-08-29T02:52:58.568+0000] {logging_mixin.py:151} INFO - page 488 succesfully scraped
[2023-08-29T02:52:59.457+0000] {logging_mixin.py:151} INFO - page 489 succesfully scraped
[2023-08-29T02:53:00.201+0000] {logging_mixin.py:151} INFO - page 490 succesfully scraped
[2023-08-29T02:53:01.596+0000] {logging_mixin.py:151} INFO - page 491 succesfully scraped
[2023-08-29T02:53:03.003+0000] {logging_mixin.py:151} INFO - page 492 succesfully scraped
[2023-08-29T02:53:04.019+0000] {logging_mixin.py:151} INFO - page 493 succesfully scraped
[2023-08-29T02:53:04.797+0000] {logging_mixin.py:151} INFO - page 494 succesfully scraped
[2023-08-29T02:53:05.878+0000] {logging_mixin.py:151} INFO - page 495 succesfully scraped
[2023-08-29T02:53:06.878+0000] {logging_mixin.py:151} INFO - page 496 succesfully scraped
[2023-08-29T02:53:07.825+0000] {logging_mixin.py:151} INFO - page 497 succesfully scraped
[2023-08-29T02:53:08.619+0000] {logging_mixin.py:151} INFO - page 498 succesfully scraped
[2023-08-29T02:53:09.906+0000] {logging_mixin.py:151} INFO - page 499 succesfully scraped
[2023-08-29T02:53:10.681+0000] {logging_mixin.py:151} INFO - page 500 succesfully scraped
[2023-08-29T02:53:11.823+0000] {logging_mixin.py:151} INFO - page 501 succesfully scraped
[2023-08-29T02:53:13.268+0000] {logging_mixin.py:151} INFO - page 502 succesfully scraped
[2023-08-29T02:53:14.086+0000] {logging_mixin.py:151} INFO - page 503 succesfully scraped
