[2023-08-29T02:56:26.864+0000] {logging_mixin.py:151} INFO - Changing /opt/***/logs/dag_id=Autotrader_ETL_DAG/run_id=manual__2023-08-29T02:45:05.823833+00:00/task_id=extract_listings permission to 509
[2023-08-29T02:56:26.865+0000] {logging_mixin.py:151} INFO - Failed to change /opt/***/logs/dag_id=Autotrader_ETL_DAG/run_id=manual__2023-08-29T02:45:05.823833+00:00/task_id=extract_listings permission to 509: [Errno 1] Operation not permitted: '/opt/***/logs/dag_id=Autotrader_ETL_DAG/run_id=manual__2023-08-29T02:45:05.823833+00:00/task_id=extract_listings'
[2023-08-29T02:56:26.891+0000] {logging_mixin.py:151} INFO - Changing /opt/***/logs/dag_id=Autotrader_ETL_DAG/run_id=manual__2023-08-29T02:45:05.823833+00:00/task_id=extract_listings permission to 509
[2023-08-29T02:56:26.892+0000] {logging_mixin.py:151} INFO - Failed to change /opt/***/logs/dag_id=Autotrader_ETL_DAG/run_id=manual__2023-08-29T02:45:05.823833+00:00/task_id=extract_listings permission to 509: [Errno 1] Operation not permitted: '/opt/***/logs/dag_id=Autotrader_ETL_DAG/run_id=manual__2023-08-29T02:45:05.823833+00:00/task_id=extract_listings'
[2023-08-29T02:56:26.921+0000] {taskinstance.py:1159} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: Autotrader_ETL_DAG.extract_listings manual__2023-08-29T02:45:05.823833+00:00 [queued]>
[2023-08-29T02:56:26.927+0000] {taskinstance.py:1159} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: Autotrader_ETL_DAG.extract_listings manual__2023-08-29T02:45:05.823833+00:00 [queued]>
[2023-08-29T02:56:26.927+0000] {taskinstance.py:1361} INFO - Starting attempt 2 of 2
[2023-08-29T02:56:26.940+0000] {taskinstance.py:1382} INFO - Executing <Task(PythonOperator): extract_listings> on 2023-08-29 02:45:05.823833+00:00
[2023-08-29T02:56:26.946+0000] {standard_task_runner.py:57} INFO - Started process 364 to run task
[2023-08-29T02:56:26.948+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'Autotrader_ETL_DAG', 'extract_listings', 'manual__2023-08-29T02:45:05.823833+00:00', '--job-id', '28', '--raw', '--subdir', 'DAGS_FOLDER/autotrader_etl.py', '--cfg-path', '/tmp/tmpndoxdez5']
[2023-08-29T02:56:26.950+0000] {standard_task_runner.py:85} INFO - Job 28: Subtask extract_listings
[2023-08-29T02:59:42.077+0000] {logging_mixin.py:151} INFO - page 233 succesfully scraped
[2023-08-29T02:59:43.115+0000] {logging_mixin.py:151} INFO - page 234 succesfully scraped
[2023-08-29T02:59:43.843+0000] {logging_mixin.py:151} INFO - page 235 succesfully scraped
[2023-08-29T02:59:44.453+0000] {logging_mixin.py:151} INFO - page 236 succesfully scraped
[2023-08-29T02:59:45.377+0000] {logging_mixin.py:151} INFO - page 237 succesfully scraped
[2023-08-29T02:59:45.940+0000] {logging_mixin.py:151} INFO - page 238 succesfully scraped
[2023-08-29T02:59:46.515+0000] {logging_mixin.py:151} INFO - page 239 succesfully scraped
[2023-08-29T02:59:47.209+0000] {logging_mixin.py:151} INFO - page 240 succesfully scraped
[2023-08-29T02:59:47.984+0000] {logging_mixin.py:151} INFO - page 241 succesfully scraped
[2023-08-29T02:59:49.144+0000] {logging_mixin.py:151} INFO - page 242 succesfully scraped
[2023-08-29T02:59:49.811+0000] {logging_mixin.py:151} INFO - page 243 succesfully scraped
[2023-08-29T02:59:50.487+0000] {logging_mixin.py:151} INFO - page 244 succesfully scraped
[2023-08-29T02:59:51.503+0000] {logging_mixin.py:151} INFO - page 245 succesfully scraped
[2023-08-29T02:59:52.334+0000] {logging_mixin.py:151} INFO - page 246 succesfully scraped
[2023-08-29T02:59:53.006+0000] {logging_mixin.py:151} INFO - page 247 succesfully scraped
[2023-08-29T02:59:53.780+0000] {logging_mixin.py:151} INFO - page 248 succesfully scraped
[2023-08-29T02:59:55.162+0000] {logging_mixin.py:151} INFO - page 249 succesfully scraped
[2023-08-29T02:59:55.949+0000] {logging_mixin.py:151} INFO - page 250 succesfully scraped
[2023-08-29T02:59:56.419+0000] {logging_mixin.py:151} INFO - page 251 succesfully scraped
[2023-08-29T02:59:57.425+0000] {logging_mixin.py:151} INFO - page 252 succesfully scraped
[2023-08-29T02:59:58.302+0000] {logging_mixin.py:151} INFO - page 253 succesfully scraped
[2023-08-29T02:59:59.256+0000] {logging_mixin.py:151} INFO - page 254 succesfully scraped
[2023-08-29T03:00:00.018+0000] {logging_mixin.py:151} INFO - page 255 succesfully scraped
[2023-08-29T03:00:00.690+0000] {logging_mixin.py:151} INFO - page 256 succesfully scraped
[2023-08-29T03:00:01.397+0000] {logging_mixin.py:151} INFO - page 257 succesfully scraped
[2023-08-29T03:00:02.093+0000] {logging_mixin.py:151} INFO - page 258 succesfully scraped
[2023-08-29T03:00:03.783+0000] {logging_mixin.py:151} INFO - page 259 succesfully scraped
[2023-08-29T03:00:04.812+0000] {logging_mixin.py:151} INFO - page 260 succesfully scraped
[2023-08-29T03:00:05.664+0000] {logging_mixin.py:151} INFO - page 261 succesfully scraped
[2023-08-29T03:00:06.486+0000] {logging_mixin.py:151} INFO - page 262 succesfully scraped
[2023-08-29T03:00:07.365+0000] {logging_mixin.py:151} INFO - page 263 succesfully scraped
[2023-08-29T03:00:08.160+0000] {logging_mixin.py:151} INFO - page 264 succesfully scraped
[2023-08-29T03:00:08.833+0000] {logging_mixin.py:151} INFO - page 265 succesfully scraped
[2023-08-29T03:00:09.443+0000] {logging_mixin.py:151} INFO - page 266 succesfully scraped
[2023-08-29T03:00:10.317+0000] {logging_mixin.py:151} INFO - page 267 succesfully scraped
[2023-08-29T03:00:11.027+0000] {logging_mixin.py:151} INFO - page 268 succesfully scraped
[2023-08-29T03:00:11.692+0000] {logging_mixin.py:151} INFO - page 269 succesfully scraped
[2023-08-29T03:00:12.682+0000] {logging_mixin.py:151} INFO - page 270 succesfully scraped
[2023-08-29T03:00:13.567+0000] {logging_mixin.py:151} INFO - page 271 succesfully scraped
[2023-08-29T03:00:14.133+0000] {logging_mixin.py:151} INFO - page 272 succesfully scraped
[2023-08-29T03:00:15.018+0000] {logging_mixin.py:151} INFO - page 273 succesfully scraped
[2023-08-29T03:00:15.978+0000] {logging_mixin.py:151} INFO - page 274 succesfully scraped
[2023-08-29T03:00:17.000+0000] {logging_mixin.py:151} INFO - page 275 succesfully scraped
[2023-08-29T03:00:17.868+0000] {logging_mixin.py:151} INFO - page 276 succesfully scraped
[2023-08-29T03:00:18.540+0000] {logging_mixin.py:151} INFO - page 277 succesfully scraped
[2023-08-29T03:00:19.450+0000] {logging_mixin.py:151} INFO - page 278 succesfully scraped
[2023-08-29T03:00:20.303+0000] {logging_mixin.py:151} INFO - page 279 succesfully scraped
[2023-08-29T03:00:20.992+0000] {logging_mixin.py:151} INFO - page 280 succesfully scraped
[2023-08-29T03:00:21.883+0000] {logging_mixin.py:151} INFO - page 281 succesfully scraped
[2023-08-29T03:00:22.692+0000] {logging_mixin.py:151} INFO - page 282 succesfully scraped
[2023-08-29T03:00:23.657+0000] {logging_mixin.py:151} INFO - page 283 succesfully scraped
[2023-08-29T03:00:24.367+0000] {logging_mixin.py:151} INFO - page 284 succesfully scraped
[2023-08-29T03:00:25.343+0000] {logging_mixin.py:151} INFO - page 285 succesfully scraped
[2023-08-29T03:00:25.895+0000] {logging_mixin.py:151} INFO - page 286 succesfully scraped
[2023-08-29T03:00:26.866+0000] {logging_mixin.py:151} INFO - page 287 succesfully scraped
[2023-08-29T03:00:27.638+0000] {logging_mixin.py:151} INFO - page 288 succesfully scraped
[2023-08-29T03:00:28.429+0000] {logging_mixin.py:151} INFO - page 289 succesfully scraped
[2023-08-29T03:00:29.199+0000] {logging_mixin.py:151} INFO - page 290 succesfully scraped
[2023-08-29T03:00:30.112+0000] {logging_mixin.py:151} INFO - page 291 succesfully scraped
[2023-08-29T03:00:30.649+0000] {logging_mixin.py:151} INFO - page 292 succesfully scraped
[2023-08-29T03:00:31.440+0000] {logging_mixin.py:151} INFO - page 293 succesfully scraped
[2023-08-29T03:00:32.319+0000] {logging_mixin.py:151} INFO - page 294 succesfully scraped
[2023-08-29T03:00:33.079+0000] {logging_mixin.py:151} INFO - page 295 succesfully scraped
[2023-08-29T03:00:34.019+0000] {logging_mixin.py:151} INFO - page 296 succesfully scraped
[2023-08-29T03:00:34.727+0000] {logging_mixin.py:151} INFO - page 297 succesfully scraped
[2023-08-29T03:00:35.579+0000] {logging_mixin.py:151} INFO - page 298 succesfully scraped
[2023-08-29T03:00:36.466+0000] {logging_mixin.py:151} INFO - page 299 succesfully scraped
[2023-08-29T03:00:37.649+0000] {logging_mixin.py:151} INFO - page 300 succesfully scraped
[2023-08-29T03:00:38.477+0000] {logging_mixin.py:151} INFO - page 301 succesfully scraped
[2023-08-29T03:00:39.107+0000] {logging_mixin.py:151} INFO - page 302 succesfully scraped
[2023-08-29T03:00:40.168+0000] {logging_mixin.py:151} INFO - page 303 succesfully scraped
[2023-08-29T03:00:41.211+0000] {logging_mixin.py:151} INFO - page 304 succesfully scraped
[2023-08-29T03:00:42.123+0000] {logging_mixin.py:151} INFO - page 305 succesfully scraped
[2023-08-29T03:00:42.817+0000] {logging_mixin.py:151} INFO - page 306 succesfully scraped
[2023-08-29T03:00:43.598+0000] {logging_mixin.py:151} INFO - page 307 succesfully scraped
[2023-08-29T03:00:44.399+0000] {logging_mixin.py:151} INFO - page 308 succesfully scraped
[2023-08-29T03:00:45.030+0000] {logging_mixin.py:151} INFO - page 309 succesfully scraped
[2023-08-29T03:00:45.555+0000] {logging_mixin.py:151} INFO - page 310 succesfully scraped
[2023-08-29T03:00:46.789+0000] {logging_mixin.py:151} INFO - page 311 succesfully scraped
[2023-08-29T03:00:47.535+0000] {logging_mixin.py:151} INFO - page 312 succesfully scraped
[2023-08-29T03:00:48.887+0000] {logging_mixin.py:151} INFO - page 313 succesfully scraped
[2023-08-29T03:00:49.621+0000] {logging_mixin.py:151} INFO - page 314 succesfully scraped
[2023-08-29T03:00:50.429+0000] {logging_mixin.py:151} INFO - page 315 succesfully scraped
[2023-08-29T03:00:51.044+0000] {logging_mixin.py:151} INFO - page 316 succesfully scraped
[2023-08-29T03:00:51.637+0000] {logging_mixin.py:151} INFO - page 317 succesfully scraped
[2023-08-29T03:00:52.415+0000] {logging_mixin.py:151} INFO - page 318 succesfully scraped
[2023-08-29T03:00:53.097+0000] {logging_mixin.py:151} INFO - page 319 succesfully scraped
[2023-08-29T03:00:53.848+0000] {logging_mixin.py:151} INFO - page 320 succesfully scraped
[2023-08-29T03:00:54.823+0000] {logging_mixin.py:151} INFO - page 321 succesfully scraped
[2023-08-29T03:00:56.073+0000] {logging_mixin.py:151} INFO - page 322 succesfully scraped
[2023-08-29T03:00:56.814+0000] {logging_mixin.py:151} INFO - page 323 succesfully scraped
[2023-08-29T03:00:57.428+0000] {logging_mixin.py:151} INFO - page 324 succesfully scraped
[2023-08-29T03:00:58.201+0000] {logging_mixin.py:151} INFO - page 325 succesfully scraped
[2023-08-29T03:00:59.215+0000] {logging_mixin.py:151} INFO - page 326 succesfully scraped
[2023-08-29T03:00:59.882+0000] {logging_mixin.py:151} INFO - page 327 succesfully scraped
[2023-08-29T03:01:00.438+0000] {logging_mixin.py:151} INFO - page 328 succesfully scraped
[2023-08-29T03:01:01.209+0000] {logging_mixin.py:151} INFO - page 329 succesfully scraped
[2023-08-29T03:01:02.195+0000] {logging_mixin.py:151} INFO - page 330 succesfully scraped
[2023-08-29T03:01:03.008+0000] {logging_mixin.py:151} INFO - page 331 succesfully scraped
[2023-08-29T03:01:03.986+0000] {logging_mixin.py:151} INFO - page 332 succesfully scraped
[2023-08-29T03:01:04.763+0000] {logging_mixin.py:151} INFO - page 333 succesfully scraped
[2023-08-29T03:01:05.803+0000] {logging_mixin.py:151} INFO - page 334 succesfully scraped
[2023-08-29T03:01:06.781+0000] {logging_mixin.py:151} INFO - page 335 succesfully scraped
[2023-08-29T03:01:07.476+0000] {logging_mixin.py:151} INFO - page 336 succesfully scraped
[2023-08-29T03:01:08.232+0000] {logging_mixin.py:151} INFO - page 337 succesfully scraped
[2023-08-29T03:01:09.166+0000] {logging_mixin.py:151} INFO - page 338 succesfully scraped
[2023-08-29T03:01:09.947+0000] {logging_mixin.py:151} INFO - page 339 succesfully scraped
[2023-08-29T03:01:10.721+0000] {logging_mixin.py:151} INFO - page 340 succesfully scraped
[2023-08-29T03:01:11.312+0000] {logging_mixin.py:151} INFO - page 341 succesfully scraped
[2023-08-29T03:01:12.091+0000] {logging_mixin.py:151} INFO - page 342 succesfully scraped
[2023-08-29T03:01:13.155+0000] {logging_mixin.py:151} INFO - page 343 succesfully scraped
[2023-08-29T03:01:13.902+0000] {logging_mixin.py:151} INFO - page 344 succesfully scraped
[2023-08-29T03:01:14.506+0000] {logging_mixin.py:151} INFO - page 345 succesfully scraped
[2023-08-29T03:01:15.203+0000] {logging_mixin.py:151} INFO - page 346 succesfully scraped
[2023-08-29T03:01:15.801+0000] {logging_mixin.py:151} INFO - page 347 succesfully scraped
[2023-08-29T03:01:16.566+0000] {logging_mixin.py:151} INFO - page 348 succesfully scraped
[2023-08-29T03:01:17.187+0000] {logging_mixin.py:151} INFO - page 349 succesfully scraped
[2023-08-29T03:01:18.182+0000] {logging_mixin.py:151} INFO - page 350 succesfully scraped
[2023-08-29T03:01:19.316+0000] {logging_mixin.py:151} INFO - page 351 succesfully scraped
[2023-08-29T03:01:20.004+0000] {logging_mixin.py:151} INFO - page 352 succesfully scraped
[2023-08-29T03:01:21.439+0000] {logging_mixin.py:151} INFO - page 353 succesfully scraped
[2023-08-29T03:01:22.222+0000] {logging_mixin.py:151} INFO - page 354 succesfully scraped
[2023-08-29T03:01:23.055+0000] {logging_mixin.py:151} INFO - page 355 succesfully scraped
[2023-08-29T03:01:24.109+0000] {logging_mixin.py:151} INFO - page 356 succesfully scraped
[2023-08-29T03:01:24.722+0000] {logging_mixin.py:151} INFO - page 357 succesfully scraped
[2023-08-29T03:01:25.468+0000] {logging_mixin.py:151} INFO - page 358 succesfully scraped
[2023-08-29T03:01:26.460+0000] {logging_mixin.py:151} INFO - page 359 succesfully scraped
[2023-08-29T03:01:27.190+0000] {logging_mixin.py:151} INFO - page 360 succesfully scraped
[2023-08-29T03:01:27.818+0000] {logging_mixin.py:151} INFO - page 361 succesfully scraped
[2023-08-29T03:01:28.693+0000] {logging_mixin.py:151} INFO - page 362 succesfully scraped
[2023-08-29T03:01:29.374+0000] {logging_mixin.py:151} INFO - page 363 succesfully scraped
[2023-08-29T03:01:29.996+0000] {logging_mixin.py:151} INFO - page 364 succesfully scraped
[2023-08-29T03:01:30.745+0000] {logging_mixin.py:151} INFO - page 365 succesfully scraped
[2023-08-29T03:01:31.719+0000] {logging_mixin.py:151} INFO - page 366 succesfully scraped
[2023-08-29T03:01:32.341+0000] {logging_mixin.py:151} INFO - page 367 succesfully scraped
[2023-08-29T03:01:33.099+0000] {logging_mixin.py:151} INFO - page 368 succesfully scraped
[2023-08-29T03:01:34.198+0000] {logging_mixin.py:151} INFO - page 369 succesfully scraped
[2023-08-29T03:01:35.099+0000] {logging_mixin.py:151} INFO - page 370 succesfully scraped
[2023-08-29T03:01:35.926+0000] {logging_mixin.py:151} INFO - page 371 succesfully scraped
[2023-08-29T03:01:36.855+0000] {logging_mixin.py:151} INFO - page 372 succesfully scraped
[2023-08-29T03:01:37.777+0000] {logging_mixin.py:151} INFO - page 373 succesfully scraped
[2023-08-29T03:01:38.647+0000] {logging_mixin.py:151} INFO - page 374 succesfully scraped
[2023-08-29T03:01:39.244+0000] {logging_mixin.py:151} INFO - page 375 succesfully scraped
[2023-08-29T03:01:40.237+0000] {logging_mixin.py:151} INFO - page 376 succesfully scraped
[2023-08-29T03:01:40.966+0000] {logging_mixin.py:151} INFO - page 377 succesfully scraped
[2023-08-29T03:01:41.617+0000] {logging_mixin.py:151} INFO - page 378 succesfully scraped
[2023-08-29T03:01:42.225+0000] {logging_mixin.py:151} INFO - page 379 succesfully scraped
[2023-08-29T03:01:43.053+0000] {logging_mixin.py:151} INFO - page 380 succesfully scraped
[2023-08-29T03:01:43.814+0000] {logging_mixin.py:151} INFO - page 381 succesfully scraped
[2023-08-29T03:01:44.656+0000] {logging_mixin.py:151} INFO - page 382 succesfully scraped
[2023-08-29T03:01:45.394+0000] {logging_mixin.py:151} INFO - page 383 succesfully scraped
[2023-08-29T03:01:46.172+0000] {logging_mixin.py:151} INFO - page 384 succesfully scraped
[2023-08-29T03:01:46.949+0000] {logging_mixin.py:151} INFO - page 385 succesfully scraped
[2023-08-29T03:01:47.849+0000] {logging_mixin.py:151} INFO - page 386 succesfully scraped
[2023-08-29T03:01:48.751+0000] {logging_mixin.py:151} INFO - page 387 succesfully scraped
[2023-08-29T03:01:49.588+0000] {logging_mixin.py:151} INFO - page 388 succesfully scraped
[2023-08-29T03:01:50.529+0000] {logging_mixin.py:151} INFO - page 389 succesfully scraped
[2023-08-29T03:01:51.148+0000] {logging_mixin.py:151} INFO - page 390 succesfully scraped
[2023-08-29T03:01:51.914+0000] {logging_mixin.py:151} INFO - page 391 succesfully scraped
[2023-08-29T03:01:52.824+0000] {logging_mixin.py:151} INFO - page 392 succesfully scraped
[2023-08-29T03:01:53.408+0000] {logging_mixin.py:151} INFO - page 393 succesfully scraped
[2023-08-29T03:01:54.033+0000] {logging_mixin.py:151} INFO - page 394 succesfully scraped
[2023-08-29T03:01:54.971+0000] {logging_mixin.py:151} INFO - page 395 succesfully scraped
[2023-08-29T03:01:55.769+0000] {logging_mixin.py:151} INFO - page 396 succesfully scraped
[2023-08-29T03:01:56.540+0000] {logging_mixin.py:151} INFO - page 397 succesfully scraped
[2023-08-29T03:01:57.300+0000] {logging_mixin.py:151} INFO - page 398 succesfully scraped
[2023-08-29T03:01:58.450+0000] {logging_mixin.py:151} INFO - page 399 succesfully scraped
[2023-08-29T03:01:59.109+0000] {logging_mixin.py:151} INFO - page 400 succesfully scraped
[2023-08-29T03:01:59.911+0000] {logging_mixin.py:151} INFO - page 401 succesfully scraped
[2023-08-29T03:02:00.680+0000] {logging_mixin.py:151} INFO - page 402 succesfully scraped
[2023-08-29T03:02:02.077+0000] {logging_mixin.py:151} INFO - page 403 succesfully scraped
[2023-08-29T03:02:03.590+0000] {logging_mixin.py:151} INFO - page 404 succesfully scraped
[2023-08-29T03:02:04.655+0000] {logging_mixin.py:151} INFO - page 405 succesfully scraped
[2023-08-29T03:02:05.633+0000] {logging_mixin.py:151} INFO - page 406 succesfully scraped
[2023-08-29T03:02:06.137+0000] {logging_mixin.py:151} INFO - page 407 succesfully scraped
[2023-08-29T03:02:06.876+0000] {logging_mixin.py:151} INFO - page 408 succesfully scraped
[2023-08-29T03:02:07.631+0000] {logging_mixin.py:151} INFO - page 409 succesfully scraped
[2023-08-29T03:02:08.418+0000] {logging_mixin.py:151} INFO - page 410 succesfully scraped
[2023-08-29T03:02:09.269+0000] {logging_mixin.py:151} INFO - page 411 succesfully scraped
[2023-08-29T03:02:10.144+0000] {logging_mixin.py:151} INFO - page 412 succesfully scraped
[2023-08-29T03:02:10.905+0000] {logging_mixin.py:151} INFO - page 413 succesfully scraped
[2023-08-29T03:02:11.615+0000] {logging_mixin.py:151} INFO - page 414 succesfully scraped
[2023-08-29T03:02:12.242+0000] {logging_mixin.py:151} INFO - page 415 succesfully scraped
[2023-08-29T03:02:13.052+0000] {logging_mixin.py:151} INFO - page 416 succesfully scraped
[2023-08-29T03:02:13.861+0000] {logging_mixin.py:151} INFO - page 417 succesfully scraped
[2023-08-29T03:02:14.615+0000] {logging_mixin.py:151} INFO - page 418 succesfully scraped
[2023-08-29T03:02:15.331+0000] {logging_mixin.py:151} INFO - page 419 succesfully scraped
[2023-08-29T03:02:16.516+0000] {logging_mixin.py:151} INFO - page 420 succesfully scraped
[2023-08-29T03:02:17.439+0000] {logging_mixin.py:151} INFO - page 421 succesfully scraped
[2023-08-29T03:02:18.043+0000] {logging_mixin.py:151} INFO - page 422 succesfully scraped
[2023-08-29T03:02:18.818+0000] {logging_mixin.py:151} INFO - page 423 succesfully scraped
[2023-08-29T03:02:19.545+0000] {logging_mixin.py:151} INFO - page 424 succesfully scraped
[2023-08-29T03:02:20.282+0000] {logging_mixin.py:151} INFO - page 425 succesfully scraped
[2023-08-29T03:02:21.297+0000] {logging_mixin.py:151} INFO - page 426 succesfully scraped
[2023-08-29T03:02:21.970+0000] {logging_mixin.py:151} INFO - page 427 succesfully scraped
[2023-08-29T03:02:22.858+0000] {logging_mixin.py:151} INFO - page 428 succesfully scraped
[2023-08-29T03:02:24.127+0000] {logging_mixin.py:151} INFO - page 429 succesfully scraped
[2023-08-29T03:02:24.732+0000] {logging_mixin.py:151} INFO - page 430 succesfully scraped
[2023-08-29T03:02:25.326+0000] {logging_mixin.py:151} INFO - page 431 succesfully scraped
[2023-08-29T03:02:26.250+0000] {logging_mixin.py:151} INFO - page 432 succesfully scraped
[2023-08-29T03:02:26.938+0000] {logging_mixin.py:151} INFO - page 433 succesfully scraped
[2023-08-29T03:02:27.700+0000] {logging_mixin.py:151} INFO - page 434 succesfully scraped
[2023-08-29T03:02:28.525+0000] {logging_mixin.py:151} INFO - page 435 succesfully scraped
[2023-08-29T03:02:29.336+0000] {logging_mixin.py:151} INFO - page 436 succesfully scraped
[2023-08-29T03:02:30.416+0000] {logging_mixin.py:151} INFO - page 437 succesfully scraped
[2023-08-29T03:02:31.618+0000] {logging_mixin.py:151} INFO - page 438 succesfully scraped
[2023-08-29T03:02:32.661+0000] {logging_mixin.py:151} INFO - page 439 succesfully scraped
[2023-08-29T03:02:33.778+0000] {logging_mixin.py:151} INFO - page 440 succesfully scraped
[2023-08-29T03:02:34.314+0000] {logging_mixin.py:151} INFO - page 441 succesfully scraped
[2023-08-29T03:02:35.023+0000] {logging_mixin.py:151} INFO - page 442 succesfully scraped
[2023-08-29T03:02:35.766+0000] {logging_mixin.py:151} INFO - page 443 succesfully scraped
[2023-08-29T03:02:36.376+0000] {logging_mixin.py:151} INFO - page 444 succesfully scraped
[2023-08-29T03:02:37.179+0000] {logging_mixin.py:151} INFO - page 445 succesfully scraped
[2023-08-29T03:02:37.839+0000] {logging_mixin.py:151} INFO - page 446 succesfully scraped
[2023-08-29T03:02:38.725+0000] {logging_mixin.py:151} INFO - page 447 succesfully scraped
[2023-08-29T03:02:39.241+0000] {logging_mixin.py:151} INFO - page 448 succesfully scraped
[2023-08-29T03:02:40.259+0000] {logging_mixin.py:151} INFO - page 449 succesfully scraped
[2023-08-29T03:02:40.775+0000] {logging_mixin.py:151} INFO - page 450 succesfully scraped
[2023-08-29T03:02:41.666+0000] {logging_mixin.py:151} INFO - page 451 succesfully scraped
[2023-08-29T03:02:42.244+0000] {logging_mixin.py:151} INFO - page 452 succesfully scraped
[2023-08-29T03:02:43.290+0000] {logging_mixin.py:151} INFO - page 453 succesfully scraped
[2023-08-29T03:02:44.278+0000] {logging_mixin.py:151} INFO - page 454 succesfully scraped
[2023-08-29T03:02:45.275+0000] {logging_mixin.py:151} INFO - page 455 succesfully scraped
[2023-08-29T03:02:46.157+0000] {logging_mixin.py:151} INFO - page 456 succesfully scraped
[2023-08-29T03:02:47.408+0000] {logging_mixin.py:151} INFO - page 457 succesfully scraped
[2023-08-29T03:02:48.438+0000] {logging_mixin.py:151} INFO - page 458 succesfully scraped
[2023-08-29T03:02:49.356+0000] {logging_mixin.py:151} INFO - page 459 succesfully scraped
[2023-08-29T03:02:50.014+0000] {logging_mixin.py:151} INFO - page 460 succesfully scraped
[2023-08-29T03:02:50.642+0000] {logging_mixin.py:151} INFO - page 461 succesfully scraped
[2023-08-29T03:02:51.209+0000] {logging_mixin.py:151} INFO - page 462 succesfully scraped
[2023-08-29T03:02:52.184+0000] {logging_mixin.py:151} INFO - page 463 succesfully scraped
[2023-08-29T03:02:53.488+0000] {logging_mixin.py:151} INFO - page 464 succesfully scraped
[2023-08-29T03:02:54.118+0000] {logging_mixin.py:151} INFO - page 465 succesfully scraped
[2023-08-29T03:02:54.847+0000] {logging_mixin.py:151} INFO - page 466 succesfully scraped
[2023-08-29T03:02:56.260+0000] {logging_mixin.py:151} INFO - page 467 succesfully scraped
[2023-08-29T03:02:57.211+0000] {logging_mixin.py:151} INFO - page 468 succesfully scraped
[2023-08-29T03:02:58.091+0000] {logging_mixin.py:151} INFO - page 469 succesfully scraped
[2023-08-29T03:02:59.444+0000] {logging_mixin.py:151} INFO - page 470 succesfully scraped
[2023-08-29T03:03:00.367+0000] {logging_mixin.py:151} INFO - page 471 succesfully scraped
[2023-08-29T03:03:01.065+0000] {logging_mixin.py:151} INFO - page 472 succesfully scraped
[2023-08-29T03:03:01.753+0000] {logging_mixin.py:151} INFO - page 473 succesfully scraped
[2023-08-29T03:03:02.816+0000] {logging_mixin.py:151} INFO - page 474 succesfully scraped
[2023-08-29T03:03:03.612+0000] {logging_mixin.py:151} INFO - page 475 succesfully scraped
[2023-08-29T03:03:04.472+0000] {logging_mixin.py:151} INFO - page 476 succesfully scraped
[2023-08-29T03:03:05.065+0000] {logging_mixin.py:151} INFO - page 477 succesfully scraped
[2023-08-29T03:03:05.621+0000] {logging_mixin.py:151} INFO - page 478 succesfully scraped
[2023-08-29T03:03:06.447+0000] {logging_mixin.py:151} INFO - page 479 succesfully scraped
[2023-08-29T03:03:07.030+0000] {logging_mixin.py:151} INFO - page 480 succesfully scraped
[2023-08-29T03:03:07.604+0000] {logging_mixin.py:151} INFO - page 481 succesfully scraped
[2023-08-29T03:03:08.283+0000] {logging_mixin.py:151} INFO - page 482 succesfully scraped
[2023-08-29T03:03:09.187+0000] {logging_mixin.py:151} INFO - page 483 succesfully scraped
[2023-08-29T03:03:09.965+0000] {logging_mixin.py:151} INFO - page 484 succesfully scraped
[2023-08-29T03:03:11.046+0000] {logging_mixin.py:151} INFO - page 485 succesfully scraped
[2023-08-29T03:03:11.794+0000] {logging_mixin.py:151} INFO - page 486 succesfully scraped
[2023-08-29T03:03:12.506+0000] {logging_mixin.py:151} INFO - page 487 succesfully scraped
[2023-08-29T03:03:13.337+0000] {logging_mixin.py:151} INFO - page 488 succesfully scraped
[2023-08-29T03:03:14.227+0000] {logging_mixin.py:151} INFO - page 489 succesfully scraped
[2023-08-29T03:03:15.011+0000] {logging_mixin.py:151} INFO - page 490 succesfully scraped
[2023-08-29T03:03:15.982+0000] {logging_mixin.py:151} INFO - page 491 succesfully scraped
[2023-08-29T03:03:16.655+0000] {logging_mixin.py:151} INFO - page 492 succesfully scraped
[2023-08-29T03:03:17.731+0000] {logging_mixin.py:151} INFO - page 493 succesfully scraped
[2023-08-29T03:03:18.721+0000] {logging_mixin.py:151} INFO - page 494 succesfully scraped
[2023-08-29T03:03:19.575+0000] {logging_mixin.py:151} INFO - page 495 succesfully scraped
[2023-08-29T03:03:20.198+0000] {logging_mixin.py:151} INFO - page 496 succesfully scraped
[2023-08-29T03:03:21.213+0000] {logging_mixin.py:151} INFO - page 497 succesfully scraped
[2023-08-29T03:03:21.806+0000] {logging_mixin.py:151} INFO - page 498 succesfully scraped
[2023-08-29T03:03:22.683+0000] {logging_mixin.py:151} INFO - page 499 succesfully scraped
[2023-08-29T03:03:23.377+0000] {logging_mixin.py:151} INFO - page 500 succesfully scraped
[2023-08-29T03:03:24.127+0000] {logging_mixin.py:151} INFO - page 501 succesfully scraped
[2023-08-29T03:03:24.644+0000] {logging_mixin.py:151} INFO - page 502 succesfully scraped
[2023-08-29T03:03:25.395+0000] {logging_mixin.py:151} INFO - page 503 succesfully scraped
